Label,Source,Sentence,
In brief,Accenture-Reaching net zero by 2050,Corporate commitments to net zero emissions have increased rapidly in recent years.,
In brief,Accenture-Reaching net zero by 2050,"As of August 2021, almost one-third of the 1000+ largest listed European companies aim to reach net zero by 2050.",
In brief,Accenture-Reaching net zero by 2050,"Achieving these targets is feasible, but it is a very high bar.",
In brief,Accenture-Reaching net zero by 2050,"Just one in ten (9%) of the companies are on track, having cut their emissions in half over the past ten years.",
In brief,Accenture-Reaching net zero by 2050,"Most companies will need to double the pace of emissions reduction in the next decade, and then accelerate further to achieve their net zero goal.",
In brief,Accenture-Reaching net zero by 2050,It will take a step change in technology innovation and cross-industry collaboration to advance and deploy the technology and reduce GHG emissions to zero by 2050.,
Making the commitment to net zero,Accenture-Reaching net zero by 2050,"Global warming is having a devastating impact on the world around us, and European companies are bracing themselves for the challenge ahead.",
Making the commitment to net zero,Accenture-Reaching net zero by 2050,"Spurred on by the Paris Climate Agreement of 2015, EU businesses across all sectors have intensified their efforts in cutting GHG emissions, and many have set emissions reduction targets.",
Making the commitment to net zero,Accenture-Reaching net zero by 2050,Action has rapidly accelerated in the past two years.,
Making the commitment to net zero,Accenture-Reaching net zero by 2050,"Governments of countries representing two-thirds of the global economy have also committed to reaching net zero before 2050, and many are adopting new policies and incentives, as well as increasing regulatory measures to push companies towards zero-carbon practices.",
Making the commitment to net zero,Accenture-Reaching net zero by 2050,"Government action is key, as conducive regulation can encourage and support emissions-reduction strategies among businesses.",
Making the commitment to net zero,Accenture-Reaching net zero by 2050,But investors often speak even louder.,
Making the commitment to net zero,Accenture-Reaching net zero by 2050,They are increasingly looking for companies to set a timeline and strategy for the transition.,
Making the commitment to net zero,Accenture-Reaching net zero by 2050,"According to our research, the topic is discussed in half of the earnings calls of European G2000 companies.",
The first steps toward net zero,Accenture-Reaching net zero by 2050,There are clear signs of progress.,
The first steps toward net zero,Accenture-Reaching net zero by 2050,"9% of European companies have cut their own emissions in half in the past decade, according to Accenture research.",
The first steps toward net zero,Accenture-Reaching net zero by 2050,"Plus, some of Europe's largest companies in carbon-intensive industries including mining, metals and minerals; petrochemicals, chemicals and pharmaceuticals; and utilities have boldly set out net zero plans.",
The first steps toward net zero,Accenture-Reaching net zero by 2050,"As of August 2021, almost one-third of the 1,000+ largest listed European companies had set a target for reaching net zero greenhouse gas emissions by 2050 at the latest, covering all three scopes of emissions.",
The first steps toward net zero,Accenture-Reaching net zero by 2050,Scope 1 emissions are GHG direct emissions from companies' own and controlled resources.,
The first steps toward net zero,Accenture-Reaching net zero by 2050,"Scope 2 covers indirect emissions from the generation of purchased energy — i.e., purchased electricity, steam, heating and cooling consumed by the reporting company.",
The first steps toward net zero,Accenture-Reaching net zero by 2050,Scope 3 includes all other indirect emissions that occur in a company's value chain.,
The first steps toward net zero,Accenture-Reaching net zero by 2050,Net zero typically refers to all three scopes.,
The first steps toward net zero,Accenture-Reaching net zero by 2050,The companies making net zero commitments are responsible for more than two-thirds of the CO2 emitted by the 1000+ largest companies on the European stock exchanges.,
The first steps toward net zero,Accenture-Reaching net zero by 2050,"They are generally the biggest emitters, with the most drastic changes to make.",
The first steps toward net zero,Accenture-Reaching net zero by 2050,Targets work.,
The first steps toward net zero,Accenture-Reaching net zero by 2050,"Last decade, companies in our sample with a net zero goal reduced their emissions by 10% on average, while those without targets saw their emissions increase.",
The first steps toward net zero,Accenture-Reaching net zero by 2050,"There's more significant work to be done, however.",
The first steps toward net zero,Accenture-Reaching net zero by 2050,"Just 1 in 20 European listed companies we surveyed will be able to achieve net zero in their own operations (Scope 1 and 2) at or before their own target year, and 9% by 2050 at the latest, if they continue the pace of emissions reduction that they have achieved between 2010 and 2019.",
Radical measures needed to reach net zero,Accenture-Reaching net zero by 2050,"For most companies, the pathway to net zero operations by 2050 involves a doubling of the pace of emissions reduction by 2030, and a further acceleration beyond.",
Radical measures needed to reach net zero,Accenture-Reaching net zero by 2050,"Simply put, European businesses must reimagine and reinvent the way they work – taking action to cut emissions in their own operations and collaborating across industry boundaries to decarbonize supply chains and product use.",
Radical measures needed to reach net zero,Accenture-Reaching net zero by 2050,"However, there are sector-specific opportunities and challenges when it comes to cutting carbon emissions, many reflecting the distribution of each industry's footprint.",
Radical measures needed to reach net zero,Accenture-Reaching net zero by 2050,"42% of emissions of all companies that we analyzed are from five sectors: automotive; construction; manufacturing; oil, gas & chemicals; and transportation & storage.",
Radical measures needed to reach net zero,Accenture-Reaching net zero by 2050,"Depending on the nature of their operations, some companies are simply more resource intensive and, consequently, larger carbon emitters.",
Radical measures needed to reach net zero,Accenture-Reaching net zero by 2050,"For some, the majority of emissions occur in the supply chain, for others in the use of their product.",
Radical measures needed to reach net zero,Accenture-Reaching net zero by 2050,"Some businesses are further ahead in their innovation journey, while others have only started recently.",
