Label,Source,Sentence,We strive to find products in a responsible manner while working with suppliers to improve their social and environmental practices.
Serving communities,Walmart,"We collaborate with others to strengthen the communities we call home, including providing business and philanthropic resources to advance causes that our customers, associates, and other community members care about.",
Serving communities,Walmart,"In FY2021, Walmart and the Walmart Foundation provided over $1.2 billion in cash and in-kind donations for a wide range of community causes across the U.S.",
Serving communities,Walmart,"Through Walmart RISE (Respect, Integrity, Service, Excellence) in the U.S., we seek to empower associates and customers locally to connect with non-profits and support them in a range of ways such as: Walmart store/club/DC grants and in-kind donations; non-profit charitable gift registries on Walmart.com; matching funds for associate volunteerism and giving; fundraising campaigns in our stores and eCommerce; matching grants from Walmart or the Walmart Foundation; and by providing Walmart space such as store entrances for use by non-profits.",
Serving communities,Walmart,"Our local community grants, totaling $43 million in FY2021, are awarded through an open application process and provide funding directly from Walmart and Sam's Club facilities to local organizations in the U.S.56 Local community grants range from a minimum of $250 to a maximum of $5,000.",
Serving communities,Walmart,Eligible nonprofit organizations must operate on the local level (or be an affiliate/chapter of a larger organization that operates locally) and directly benefit the service area of the facility from which they are requesting funding.,
Serving communities,Walmart,Facilities also make in-kind donations.,
Serving communities,Walmart,"As examples, local efforts included donating truckloads of supplies to hospitals, donating tablets to a senior living facility to allow family communication during quarantine and providing Chromebooks to schools to support distance learning.",
Serving communities,Walmart,"Our associates are passionate about many causes, and we support them by donating to nonprofits in honor of their service through Volunteerism Always Pays (VAP).",
Serving communities,Walmart,"In FY2021, more than 12,000 U.S. associates volunteered 278,000 hours through the program, generating more than $2 million in Walmart donations.",
Serving communities,Walmart,"In May 2020, we hosted the ""May Month of Giving,"" where we matched associate donations to nonprofits two to one.",
Serving communities,Walmart,"In January 2021, on Martin Luther King Jr. Day, Walmart matched associate donations three to one and customer donations two to one, up to the applicable limits, resulting in Walmart associates and customers raising more than $8 million for a variety of causes.",
Serving communities,Walmart,"Registry for Good launched in November 2019, and just like a wedding or baby registry, verified nonprofits began creating personalized lists of needed products, including gift cards, and shared these lists with their donors.",
Serving communities,Walmart,Walmart ships items purchased through a nonprofit's registry directly to the nonprofit – reducing friction caused from setting up collection sites and retrieving donations.,
